LISTA DE ARTICULOS Nº 195 VIGENCIA 13/03/2024,,,
,RESORTES AUTOMOTOR,PRECIO UNIT,
A998,Res. para cadena nieve autos,46071.102,
A999,Res. para cadena nieve camionetas,50177.445,
A1000,Res. para cadena nieve camiones,102177.132,
A1001,LANZA ACOPLADO 9 X 50 X L 300 CENTRO OJALES,247687.804,
A1002,LANZA ACOPLADO 9 X 50 X L 420 CENTRO OJALES,280714.897,
A1003,LANZA ACOPLADO 9 X 50 X L 520 CENTRO OJALES,317867.928,
D500,"DISPLEY ACEL / FRENO / EMB REDUCIDO.  3 RESORTES C/U, 1 DISPLEY Y 5 CAJONES",1176459.810,
SET500,"ACEL/FRENO/EMBR. REDUCIDO CON 5 CAJAS, 3 RESORTES C/U Y 1 DISPLEY",4701040.085,
D10,DISPLEY ACELERADOR/ FRENO/ EMBRAGUE COMPLETO.(4),0.000,
SET10,ACEL.-FRENO-EMB. COMPLETO CON 18 CAJAS. 2 RESORTES C/U Y 3 DISPLEY.,4112443.244,
D9,DISPLEY ACELERADOR/ FRENO/ EMB. SIN CAMIONES (3),0.000,
SET9,ACEL.-FRENO-EMB.SIN CAMIONES. 11 CAJAS. 3 RESORTES C/U Y 2 DISPLEY. 181 MEDIDAS,9461262.760,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,,
0,0,,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,,
0,0,,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,0.000,
0,0,,
0,0,,
,0,,
,RESORTES PARA CERRAJERIA Y CARBURACION,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
CER70,CLIPS Nº 70,1123.941,
CER71,CLIPS Nº 71,1123.941,
CER72,CLIPS Nº 72,1123.941,
CER73,CLIPS Nº 73,1123.941,
CER74,CLIPS Nº 74,2023.094,
CER75,CLIPS Nº 75,2837.952,
CER76,CLIPS Nº 76,2023.094,
CER79,CLIPS Nº 79,1798.306,
CER80,CLIPS Nº 80,1348.730,
CER81,CLIPS Nº 81,561.971,
CER82,CLIPS Nº 82,786.759,
CER83,CLIPS Nº 83,561.971,
CER84,CLIPS Nº 84,674.365,
CER85,CLIPS Nº 85,561.971,
CER86,CLIPS Nº 86,2023.094,
CER88,CLIPS Nº 88,3512.316,
CER89,CLIPS Nº 89,1685.912,
CER90,CLIPS Nº 90,1348.730,
CER91,CLIPS Nº 91,2837.952,
D49,DISPLEY CERRAJERIA Y CARBURACION.,0.000,
SET49,"CLIPS CERRAJERIA Y CARBURACION, 1 CAJA Y 100 C/U.",2908198.052,
,,,
,RESORTES PARA CICLOMOTORES,PRECIO UNIT.,
CODIGO,DESCRIPCION,LISTA 1,
CIC600,"EMBRAGUE CENTRIFUGO COMPETICION. ALAMBRE 2,25 MM",5018.588,
CIC601,ARRANQUE ZANELLA KS,6127.608,
CIC602,EMBRAGUE CENTRIFUGO ZANELLA KS,4275.627,
CIC603,EMPUJE CENTRANTE EMBRAGUE ZANELLA,2664.255,
CIC604,PALANQUITA DE CEBADOR ZANELLA. TODOS,7821.196,
CIC605,SEGURO ENGRANAJE CRIQUE ARRANQUE KS ZANELLA,9754.294,
CIC606,SEGURO ARBOL DE ARRANQUE ZANELLA,1536.843,
CIC607,ARRANQU ZANELLA VR,7135.882,
CIC608,PATIN DE FRENO SOL. ZANELLA,5422.667,
CIC609,CORTINA DE CARBURADOR ZANELLA. TODOS,4114.765,
CIC610,"EMBRAGUE CENTRIFUGO COMPETICION. ALAMBRE 2,25 MM",6128.843,
CIC611,EMBRAGUE CENTRIFUGO ZANELLA V.R,8140.588,
CIC612,CABALLETE DUE. ZANELLA,10720.843,
CIC613,CABALLETE ZANELLA (TODOS) FANTI Y JUKY,7133.549,
CIC614,SEGURO PERNO PISTON 12MM. ZANELLA- PUMA Y MELIPAL,1053.020,
CIC615,PATIN DE FRENO ZANELLA. LEGÑANO,5886.863,
CIC616,PALANCA DE EMBRAGUE KS. ZANELLA,11365.667,
CIC617,RETORNO MANIJA GSM DERECHO. MANILLAR ZANELLA,4920.314,
CIC618,RETORNO MANIJA GSM. IZQUIERDO. MANILLAR ZANELLA,4549.725,
CIC619,EXPANSOR DE ARRANQUE ZANELLA,6531.686,
CIC620,PATIN DE FRENO CORTO ZANELLA 180/SAPUCAI,12977.039,
CIC621,PATIN DE FRENO LARGO ZANELLA 180/SAPUCAI,12977.039,
CIC622,SUSPENSION HORQUILLA KS CONO 1 SOLO LADO. ZANELLA,45203.529,
CIC623,SUSPENSION HORQUILLA DUE-FIRE-SOL.GRANDE,69370.824,
CIC624,SUSPENSION HORQILLA DUE-FIRE-SOL. CHICO,69370.824,
CIC625,CABALLETE SAPUCAI.MAS LARGO QUE ZANELLA 180,18616.569,
CIC626,SELECTOR DE CAMBIOS SAPUCAI,9754.294,
CIC627,ARRANQUE SAPUCAI,7135.882,
CIC628,TRABA TANQUE LARGO SAPUCAI,5886.863,
CIC629,LEVA DE FRENO TRASERA GARELLI,9754.294,
CIC630,LEVA DE FRENO DELANTERA GARELLI,9754.294,
CIC631,CRIQUE DESPLAZANTE P/M. GARELLI,18455.706,
CIC632,CABALLETE GARELLI,11365.667,
CIC633,ARRANQUE GARELLI 50,5726.000,
CIC634,SUSPENSION DELANTERA GARELLI 50,64539.314,
CIC635,ARRANQUE DRIBBLING. JUKY,6127.608,
CIC636,ARRANQUE MODELO J2L. JUKY,7133.549,
CIC637,PATIN DE FRENO U FORMA DE OMEGA. JUKY,9754.294,
CIC638,EMBRAGUE CENTRIFUGO JUKY.,9754.294,
CIC639,EMBRAGUE JUKY 80,5886.863,
CIC640,ARRANQUE PUMITA,7135.882,
CIC641,"EMBRAGUE CENTRIFUGO COMPETICION MINARELLI. ALAMBRE 2,50 MM",11365.667,
CIC642,BASE DE SUSPENSION FANTI CONO 50CC,14588.275,
CIC643,SUSPENSION HORQUILLA FANTI DOBLE CONO.,80652.627,
CIC644,SUSPENSION HORQUILLA DRIBBLING LARGA. JUKY,80628.059,
CIC645,SUSPENSION HORQUILLA DRIBBLING CORTA. JUKY,58094.098,
CIC646,RESORTE PARA CONTORNO DE EMBRAGUE DE GOMA.,32312.824,
CIC647,CABALLETE PUMITA/DA-DALT,11365.667,
CIC648,ARRANQUE NUEVO DA-DALT,8536.020,
CIC649,SEGURO CRIQUE DESPLAZANTE P/M. PUMITA/DA-DALT,7337.373,
CIC650,INTERNO DE SUSPENSION DA-DALT,9754.294,
CIC651,SEGURO GOMA DE SUSPENSION DA-DALT,6531.686,
CIC652,SEGURO BARRAL DA-DALT,6531.686,
CIC653,REGISTRO DE AIRE ZANELLA,1697.706,
CIC654,PATIN DE FRENO DA-DALT,11365.667,
CIC655,EMBRAGUE CENTRIFUGO KENIA-JIALING,9754.294,
CIC656,ARRANQUE KENIA-JIALING,41980.784,
CIC657,CRIQUE DESPLAZANTE P/M. KENIA-JIALING,14588.275,
CIC658,VARILLA DE FRENO GILERA,2503.392,
CIC659,CABALLETE DRIBBLING. JUKY,10720.843,
CIC700,Resorte Motosierra Husq 61,5469.608,
CIC701,Resortes de Embrague de STILL 08,24986.294,
CIC702,Resorte Embrague Husq. 45,2961.137,
CIC1902,CABALLETA MULETA ZANELLA SEXI 100CC,8123.431,
SET600,CICLOMOTORES CON  4 CAJAS y 240 resortes,4387805.125,
,,,
,RESORTES PARA MOTOS,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
MOT700,STOP UNIV. HONDA IMPORTADA (MUY LARGO)       (444),9150.098,
MOT701,ARRANQUE CHICO ALAMBRE HONDA 50              (360),41980.784,
MOT702,EMB. CENTRIFUGO HONDA 50                     (362),4920.314,
MOT703,JUEGO SUSPENSION DE HORQUILLA HONDA 50             (363),70557.255,
MOT704,ARRANQUE HONDA DAX 70=ST 70 = CT 70               (400),41980.784,
MOT705,INT. CAB. HONDA CT 70 DAX 70.DRELIM CH 80    (402),9754.294,
MOT706,PATIN FRENO HONDA DAX 70. DAELIN CH 80       (403),9754.294,
MOT707,ARRANQUE HONDA M.G 100                       (370),41980.784,
MOT708,CAMBIO HONDA M.G 100                         (371),28284.529,
MOT709,JUEGO SUSPENSION DE HORQUILLA HONDA M.B 100   (372),120898.784,
MOT710,LEVA DE FRENO HONDA CG TODAY 125             (452),6531.686,
MOT711,PATIN DE FRENO HONDA CG TODAY 125            (453),4415.627,
MOT712,PEDAL DE FRENO HONDA CG TODAY 125            (454),4566.608,
MOT713,PATIN DE FRENO HONDA CG TODAY                (455),4920.314,
MOT714,ARRANQUE HONDA CG 125 MOD. VIEJO             (390),24256.235,
MOT715,JUEGO SUSPENSION HONDA CG TODAY 125           (457),49413.549,
MOT716,ARRANQUE HONDA C 90 ECONO                    (700),24256.235,
MOT717,CABALLETE HONDA C 90 ECONO                   (701),5723.529,
MOT718,LEVA DELANTERA HONDA C 90 ECONO              (703),13943.588,
MOT719,VARIADOR FINO HONDA C 90 ECONO               (705),13943.588,
MOT720,VARIADOR GRUESO HONDA C 90 ECONO             (706),22645.000,
MOT721,MULETA HONDA C 90 ECONO                      (708),8143.059,
MOT722,VARIADOR HONDA LEAD PIAGGIO                  (404),11365.667,
MOT723,ARRANQUE MOD. NUEVO HONDA TAC Y LEAD         (405),29090.216,
MOT724,ARRANQUE HONDA TAC MOD. VIEJO               ( 406),41980.784,
MOT725,EMB. CENTRIFUGO HONDA TAC Y ELITE 80         (409),9351.451,
MOT726,EMB. CENTRIFUGO HONDA ELITE 80             (409/1),9150.098,
MOT727,ARRANQUE HONDA XR 600                        (381),41980.784,
MOT728,ARRANQUE HONDA XR 80                         (383),41980.784,
MOT729,ARRANQUE HONDA XR 100                        (384),41980.784,
MOT730,ARRANQUE HONDA XR 200                        (385),41980.784,
MOT731,ARRANQUE HONDA XR 250                        (386),41980.784,
MOT732,MULETA HONDA XR                              (389),18455.706,
MOT750,ARRANQUE YAMAHA 125 /DT                        (301),41980.784,
MOT751,EMB. YAMAHA 125 /DT                           (302),5886.863,
MOT752,JUEGO SUSPENSION HORQULLA YAMAHA 125 /DT      (303),141077.176,
MOT753,SELECTOR DE CAMBIOS YAMAHA 125 DT               (304),14588.275,
MOT754,ARRANQUE YAMAHA DT 125                       (393),41980.784,
MOT755,PATIN FRENO YAMAHA DT 125-RX 125             (353),7339.843,
MOT756,ARRANQUE YAMAHA JOG Y AXIS 90                (550),41980.784,
MOT757,CABALLETE YAMAHA JOG Y AXIS 90               (551),12171.353,
MOT758,JUEGO SUSPENSION HORQUILLA JOG. YAMAHA        (552),70554.784,
MOT759,PATIN DE FRENO YAMAHA AXIS 90                (556),5422.667,
MOT760,ARRANQUE YAMAHA 80                           (350),38758.176,
MOT761,PATIN FRENO YAMAHA V80-AXIS 90-SIAM 100HERCHE(352),11365.667,
MOT800,ARRANQUE KAWASAKI GTO 110N                   (321),38758.176,
MOT801,EMB. KAWASAKI GTO 110                        (322),5886.863,
MOT802,SELECTOR DE CAMBIOS KAWASAKI GTO 110         (324),18616.569,
MOT803,ARRANQUE KAWASAKI NEO-MAX                    (325),24256.235,
MOT830,ARRANQUE GILERA SMASH,18213.863,
MOT900,ARRANQUE SUZUKI A 60- AE 50                  (580),41980.784,
MOT901,CABALLETE SUZUKI  ADRESS 60 / AE50         (620),12171.353,
MOT902,ZAPATA DE FRENO SUZUKI AD 60                 (583),9754.294,
MOT903,EMB. CENTRIFUGO ADRESS 50                    (584),9754.294,
MOT904,ARRANQUE SUZUKI DR ENDURO 250-350            (341),41980.784,
MOT905,MULETTA SUZUKI DR                            (342),14588.275,
MOT906,JUEGO SUSPENSION SUZUKI AX 100                (343),47926.255,
MOT907,ARRANQUE SUZUKI AX 100                 (344),18207.686,
MOT908,PEDAL DE FRENO SUZUKI AX 100                (34 5),6593.451,
MOT909,ARRANQUE SUZUKI FZ GRANDE                    (330),41980.784,
MOT910,ARRANQUE SUZUKI FA CHICO                     (340),41980.784,
MOT911,PATIN DE FRENO SUZUKI FA                   (340/2),11365.667,
MOT912,ARRANQUE SUZUKY 250 / 350     (341),41980.784,
MOT913,ARRANQUE SUZUKY DR 125      (341/1),41980.784,
MOT914,LEVA FRENO SUZUKY DR 125  (341/2),14588.275,
MOT915,PATIN FRENO SUZUKY AX 100 / DR 125 /TVS/TS185 (349/1),14588.275,
,,,
,RESORTES PARA SCOOTER,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
SCT301,RES. ARRANQUE YAMAHA 125  (125),41980.784,
SCT305,RES. PEDAL FRENO YAMAHA 125  (125),23853.392,
SCT311,RES. SEG CRIQUE YAMAHA  (125),20067.078,
SCT390,RES. ARRANQUE HONDA CG 125  (125),24256.235,
SCT390/1,RES. ARRANQ. EXTER. HONDA CG REFORMA  (125),10157.137,
SCT393,RES. ARRANQUE YAMAHA DT-125  (125),41980.784,
SCT396,RES. PEDAL FRENO HONDA CD-100-SPLENDE (110),4567.843,
SCT453,RES. PATIN FRENO HONDA XR-200CG125  (125),4415.627,
SCT454,RES. PEDAL FRENO HONDA-125-CG TODAY  (125),4566.608,
SCT456,RES. BULBO STOP HONDA CG-125  (125),4294.020,
SCT562,RES. ARRANQUE YAMAHA YBR (125),21227.706,
SCT565,RES. CABALLETA YAMAHA YBR  (125),18616.569,
SCT566,RES. MULETA YAMAHA YBR  (125),17201.745,
SCT569,RES. SELECTOR DE CAMBIO YAMAHA YBR  (125),18616.569,
SCT569/1,RES. PEDAL DE FRENO YAMAHA YBR  (125),12203.196,
SCT650,RES. ARRANQUE YAMAHA RX-100 (100),41980.784,
SCT656,RES. ARRANQUE YAMAHA RZX-135 (135),46814.765,
SCT663,RES. PEDAL FRENO YAMAHA XTZ-125  (125),10157.137,
SCT663/1,RES. MULETA YAMAHA XTZ-125  (125),18213.863,
SCT700,RES. ARRANQUE HONDA C-90 (110),24256.235,
SCT701,RES. MULETA 110 HONDA (110) Y (125)-CG TODAY  (125),5723.529,
SCT708,RES. CABALLETE HONDA C-90 ECONO-POW (110),8143.059,
SCT708/1,RES. PATIN FRENO HONDA C-90 (110),4920.314,
SCT830,RES. PUESTA EN MARCHA GILERA SMASH (110),18213.863,
SCT832/1,RES. PEDAL FRENO + LARGO QUE GILERA SMASH (110),4294.020,
SCT832/F,RES. PEDAL FRENO GILERA SMASH (110),3963.647,
SCT834,RES. PALANCA SELECTOR CAMBIO GILERA SMASH (110),6128.843,
SCT835,RES. BULBO STOP TRAS. = G TRIP GILERA SMASH (110),2742.216,
SCT839,RES. CABALLETE GILERA SMASH (110),6833.784,
SCT842,RES. PEDAL FRENO GILERA FU-110 (110),8039.843,
SCT847,RES. CABALLETE GILERA ESTILO (110) Y HONDA TODAY (125),14588.275,
SCT850,RES. PEDAL FRENO HONDA WAVE (110) Y HONDA STORM (110),8039.843,
SCT875/E,RES. SELECTOR CAMBIO GILERA SMASH (110),8139.353,
SCT878,RES. BRAZO LEVA EMBRAGUE GILERA SMASH (110),5242.176,
SCT885/4,RES. PEDAL FRENO PATAGONIA G ZANELLA (150/250),15998.157,
SCT885/5,RES. PEDAL FRENO ZANELLA RX-150 (150),5416.490,
SCT888,RES. PUESTA EN MARCHA HONDA STORM (110),18213.863,
SCT891,RES. PATIN FRENO CRUZADO TRAS. GILERA SMASH (110),3006.980,
SCT891/1,RES. ZAPATA DELANT. MAZA GRANDE GILERA SMASH (110),3006.980,
SCT891/2,RES. ZAPATA DELANT. MAZA CHICA GILERA SMASH (110),3006.980,
SCT891/3,RES. ZAPATA TRASERA RECTA GILERA SMASH (110),3006.980,
SCT895,RES. PEDAL DE FRENO HONDA STORM (110) = SCT850,8044.784,
SCT910,RES. CENTRIGUFO ZANELLA SEXY ZB / y HONDA BIZ (110),4113.529,
SCT914,RES. EMBRAGUE CENTRIFUGO ZANELLA MINI KID (110),8140.588,
SCT914/1,RES. EMBR CENTRIF VX 150 ZANELLA S 125-M (125),9147.627,
SCT922,RES. EMBRAGUE SIGMA YAMAHA CRYPTON (110),7740.216,
SCT924,RES. CABALLETE YAMAHA CRYPTON (110),11160.608,
SCT999,RES. ARRANQUE YAMAHA CRYPTON (110),1209.216,
SET601,"SET SCOOTER CON  5 RESORTES DE C/U, 3 CAJAS DE MADERA Y EXHIBIDOR",3693923.059,
,,,
,,,
,,,
,RESORTES FERRETERIA,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
F001,"2,25 x 18,00 x L194 x V 72 Exp.",19668.356,
F002,"2,00 x 12,00 x L177 x V 76 Exp.",15638.013,
F003,"1,00 x  8,00 x L162 x V148 Exp.",9371.690,
F004,"1,00 x 13,00 x L190 x V161 Exp.",13940.571,
F005,"1,50 x 12,00 x L170 x V100 Exp.",14996.990,
F006,"1,75 x 12,00 x L149 x V 73 Exp.",13173.438,
F007,"1,00 x 13,00 x L151 x V136 Exp.",11703.465,
F008,"1,25 x  6,90 x L138 x V 99 Exp.",10544.937,
F009,"1,00 x 10,00 x L144 x V120 Exp.",8134.377,
F010,"1,50 x 12,00 x L142 x V 81 Exp.",13068.782,
F011,"1,75 x 12,00 x L117 x V 49 Exp.",8640.407,
F012,"1,00 x 10,00 x L 95 x V 74 Exp.",7579.697,
F013,"1,25 x  6,90 x L 82 x V 53 Exp.",9409.624,
F014,"1,00 x 13,00 x L 95 x V 78 Exp.",8544.560,
F015,"1,75 x 12,00 x L 80 x V 34 Exp.",7358.808,
F016,"1,00 x 13,00 x L 74 x V 54 Exp.",7412.679,
F017,"0,50 x  4,50 x L 36 x V 54 Exp.",2962.310,
F018,"0,50 x  6,00 x L 65 x V107 Exp.",4040.568,
F019,"0,50 x  6,00 x L 81 x V140 Exp.",4596.361,
F020,"0,50 x  6,00 x L 37 x V 50 Exp.",2984.949,
F021,"1,00 x 10,00 x L 70 x V 52 Exp.",5930.193,
F022,"1,00 x  8,00 x L 40 x V 24 Exp.",5066.521,
F023,"0,50 x  4,50 x L 60 x V103 Exp.",4048.353,
F024,"0,50 x  4,50 x L 82 x V146 Exp.",4379.820,
F025,"1,00 x  8,00 x L 72 x V 58 Exp.",7331.990,
F026,"1,25 x 10,00 x L 82 x V 51½ Exp.",7544.354,
F027,"1,75 x 15,00 x L 88 x V 36½ Exp.",10869.971,
F028,"1,50 x 10,00 x L 56 x V 25 Exp.",6887.212,
F029,"2,25 x 10,60 x L 57 x V 17 Exp.",10053.382,
F030,"1,00 x 13,00 x L 50 x V 30 Exp.",5339.586,
F031,"1,50 x 12,00 x L138 x V 42 Exp. c/patas",14894.953,
F032,"1,00 x 10,00 x L160 x V129 Exp. c/patas",14724.662,
F033,"1,75 x 12,00 x L 61 x V 23 Exp.",5770.556,
F034,"1,50 x 12,00 x L 51 x V 20 Exp.",5236.965,
F035,"Comp. 2,75 x 17,00 x L137 x P 7,75 x V 19½",8818.958,
F036,"Comp. 2,75 x 17,00 x L 94 x P 8,75 x V 12½",7058.447,
F037,"Comp. 2,75 x 17,00 x L 64 x P 7,75 x V  9½",4603.457,
F038,"Comp. 1,50 x 22,60 x L175 x P 8,70 x V 25½",6808.227,
F039,"Comp. 1,50 x 17,40 x L 93 x P 7,30 x V 16 ½",3813.119,
F040,"Comp. 1,50 x 17,40 x L 73 x P 7,50 x V 12 ¼",3475.620,
F041,"Comp. 2,00 x 15,00 x L 44 x P 4,40 x V 11",2856.817,
F042,"Comp. 1,00 x 11,70 x L192 x P 4,50 x V 48½",3673.226,
F043,"Comp. 1,00 x 11,70 x L152 x P 4,70 x V 39½",3154.456,
F044,"Comp. 1,00 x 11,70 x L 87 x P 4,70 x V 24",2393.462,
F045,"Comp. 1,00 x 11,70 x L 63 x P 5,00 x V 16¼",1919.762,
F046,"Comp. 1,00 x  7,10 x L102 x P 4,00 x V 31",2758.258,
F047,"Comp. 1,00 x  7,00 x L 50 x P 4,00 x V 15½",1820.609,
F048,"Comp. 1,25 x  7,00 x L148 x P 3,25 x V 50½",3285.008,
F049,"Comp. 1,50 x 25,60 x L262 x P12.50 x V 26",20484.723,
F050,"Comp. 1,75 x 17,70 x L101 x P 6,30 x V 18½",3924.006,
F051,"Comp. 1,25 x  6,80 x L 68 x P 2,60 x V 27½",2031.350,
F052,"Comp. 0,80 x  7,00 x L 16 x P 3,10 x V  6½",855.846,
F053,"Comp. 1,50 x  8,00 x L 50 x P 4,70 x V 13",2024.232,
F054,"Comp. 1,25 x 10,50 x L 12 x P 4,00 x V  4½",1144.408,
F055,"Comp. 0,50 x  6,00 x L 60 x P 3,20 x V 24",921.966,
F056,"Comp. 0,65 x  6,00 x L 37 x P 3,30 x V 14",921.983,
F057,"Comp. 0,50 x  5,70 x L 28 x P 2,20 x V 16½",922.000,
F058,"Comp. 0,50 x  4,50 x L 65 x P 2,20 x V 35½",921.968,
F059,"Comp. 0,50 x  4,50 x L 33 x P 2,00 x V 19½",921.995,
F060,"Comp. 0,50 x  4,50 x L 16 x P 3,30 x V  9½",921.980,
F061,"Conico 1,75 x 19,0/23,8 x L 76 x P 10,60 x V 9 3/4",4313.036,
F062,"Comp. 0,65 x  6,40 x L 24 x P 2,50 x V 12½",921.991,
F063,"Comp. 0,50 x  7,70 x L 10 x P 3,00 x V  5",878.093,
F064,"Comp. 1,50 x 12,90 x L 29 x P 5,30 x V  7¼",1317.090,
F065,"Comp. 2,00 x 13,30 x L 15 x P 3,60 x V  4½",1988.881,
F066,"Comp. 1,00 x  6,50 x L 16 x P 1,70 x V 10",1298.674,
F067,Aro 2.00 x 23 x 1 vuelta,1008.020,
F068,"Comp. 3,00 x 23,00 x L197 x P10,70 x V 21¼",14167.775,
F069,"Comp. 3,00 x 23,00 x L168 X P10,00 x V 19½",13009.510,
F070,"Comp. 3,00 x 23,00 x L115 x P11,00 x V 12½",10700.738,
F071,"Comp. 1,75 x 17,50 x L167 x P 6,50 x V 30",8278.038,
F072,"Comp. 2,00 x 13,60 x L 63 x P 4,00 x V 16½",5527.297,
F073,"Comp. 2,00 x 15,00 x L 26 x P 5,20 x V  6",3678.060,
F074,"Puerta Mosquitero. Traccion.     1,75x17xL346xV 61",27168.455,
F075,"0,80 x 10,00 x L 44 x V 30 Exp.",4666.348,
F076,"3,00 x 17,00 x L 56 x V  8 Cama.",7520.260,
F077,"3,00 x 17,00 x L 63 x V 10 Cama.",7985.180,
F078,"3,00 x 17,00 x L 68 x V 12 Cama.",8545.356,
F079,"3,00 x 17,00 x L 75 x V 14 Cama.",9098.523,
F080,"Comp. 1,00 x 14,40 x L 11 x P 7,20 x V  3¼",945.346,
F081,"3,00 x 17,00 x L 50 x V  6 Cama.",7104.149,
F082,"Comp. 1,75 x 18,50 x L 30 x P 8,30 x V  5½",1536.629,
F083,"Comp. 0,35 x  4,80 x L 16 x P 2,10 x V 11",921.055,
F084,"Comp. 1,25 x  9,00 x L 43 x P 4,80 x V 11¼",1404.848,
F085,"Comp. 1,25 x 11,00 x L 46 x P 5,70 x V 10½",1448.847,
F086,"Comp. 2,50 x 37,30 x L 40 x P17,00 x V  4",5092.798,
F087,"Comp. 2,00 x 34,20 x L 42 x P15,00 x V  5¼",5092.859,
F088,"Comp. 3,25 x 28,40 x L 44 x P 9,50 x V  6",15567.009,
F089,"Comp. 0,80 x  6,80 x L 12 x P 2,50 x V  6",878.236,
F090,"Comp. 1,50 x 12,00 x L155 x P 3,10 x V 51½",7603.081,
F091,"Comp. 0,75 x  8,60 x L 18 x P 2.80 x V  8½",1090.351,
F092,"Biconico 0,80x7/10xL 20.4xP 4,6xV 6½",1214.078,
F093,"0,65 x  6,40 x L 29 x V 25 Exp.",5020.577,
F094,"1,75 x 16,70 x L157 x V 72 Exp.",16545.406,
F095,"Comp. 0,50 x  8,70 x L 33 x P 5,00 x V 10",1467.451,
F096,"Comp. 0,50 x  7,00 x L 70 x P 3,40 x V 28",1759.778,
F097,"Comp. 0,50 x  7,00 x L 86 x P 3,10 x V 35¼",1906.627,
F098,Tijera Multiuso Mediana Reforzado.,11456.548,
F099,Tijera Multiuso Grande.,11922.486,
F100,Tijera Multiuso Chico.,7722.913,
F101,"5,00 x 39,00 x L200 x V 27¼ Exp.(A 051)",75903.588,
F102D,"Puerta Vaiven Derecho Chico.     2,75x17xL50xV10",12433.145,
F102I,"Puerta Vaiven Izquierdo Chico.   2,75x17xL50xV10",12433.145,
F103D,"Puerta Vaiven Derecho Mediano.   2,75x17xL56xV11½",12786.363,
F103I,"Puerta Vaiven Izquierdo Mediano. 2,75x17xL56xV11½",12786.363,
F104D,"Puerta Vaiven Derecho Grande.    2,75x17xV16,5xL86",14108.387,
F104I,"Puerta Vaiven Izquierdo Grande.  2,75x17xV16,5xL86",14108.387,
F105D,"Vaiven Derecho Grueso Corto.     3,00x21xV13,5xL86",14896.036,
F105I,"Vaiven Izquierdo Grueso Corto.   3,00x21xV13,5xL86",14896.036,
F106D,"Vaiven Derecho Grueso Largo.     3,00x21xV15½xL100",15600.097,
F106I,"Vaiven Izquierdo Grueso Largo.   3,00x21xV15½xL100",15600.097,
F107C,"Comp. 0,80 x 9,00 x L 42 x P 4,80 x V 12½ Baño Chi",897.629,
F107G,"Comp. 0,80 x 13,00 x L 66 x P 6,60 x V 13½ Baño Gr",1154.829,
F107M,"Comp. 0,80 x 11,00 x L 45 x P 5.80 x V 12½ Baño Me",1198.134,
F108,Tijera Multiuso Mediana.,3652.800,
F109,"Conico 1,50 X 18,4/13,5 X L 80 X V 12½",4293.884,
F110,"Conico 1,80 X 40,6/23 X L 47 X V 6½",6367.306,
F111,"Comp. 2,50 x 20,50 x L 16 x P 7,30 x V  3  (A 158)",3270.859,
F112,"Conico 2,00 X 26,5/18,5 X L 102 X V 12¼",5575.314,
F113,"1,00 X 12,6 X L 53,5 X V 13¼",4159.268,
F114,"1,00 X 14 X L 58,5 X V 15,5",4375.307,
F115,Cocina Universal Corto.,21284.118,
F116,Cocina Universal Mediano.,22915.863,
F117,Cocina Universal Largo.,24845.949,
F118,"1,00 x 13,00 x L 30 x V  9¼ Exp.(A 113)",6292.123,
F119,"1,75 x 15,00 x L 50 x V 16 Exp. (A 140)",7312.578,
F120,"2,25 x 16,00 x L 63 x V 17 Exp. (A  61)",8860.696,
F121,"2,00 x 16,20 x L 78 x V 25½ Exp.(A 172)",11150.698,
F122,"1,25 x 10,00 x L 74 x V 45 Exp. (A  38)",7624.375,
F123,"1,25 x 11,30 x L172 x V122 Exp. (A  2)",14765.125,
